datetime,country,electricity_demand (MWh),electricity_demand_per_capita (kWh/person),electricity_demand_per_capita_with_access (kWh/person)
2016-01-01 00:00:00,Angola,941.1749871958178,0.03225071668931283,0.07715482461558093
2016-01-01 01:00:00,Angola,913.8860563344876,0.031315622163920497,0.07491775637301555
2016-01-01 02:00:00,Angola,886.018999981749,0.03036071733578113,0.07263329506167736
2016-01-01 03:00:00,Angola,873.0900712401253,0.029917688968458336,0.07157341858482856
2016-01-01 04:00:00,Angola,876.9359479519447,0.03004947347393533,0.07188869252137639
2016-01-01 05:00:00,Angola,879.9242391150697,0.030151871575242992,0.07213366405560524
2016-01-01 06:00:00,Angola,879.3236346030434,0.03013129099647369,0.07208442822122893
2016-01-01 07:00:00,Angola,876.8345741162484,0.030045999753427206,0.07188038218523256
2016-01-01 08:00:00,Angola,902.984331503142,0.030942058858750097,0.07402406425538302
2016-01-01 09:00:00,Angola,941.8735282175721,0.032274653203664516,0.07721208900398209
2016-01-01 10:00:00,Angola,969.8655832019473,0.03323384128997617,0.07950679734444059
2016-01-01 11:00:00,Angola,986.5054054102271,0.03380402876743843,0.08087088221875226
2016-01-01 12:00:00,Angola,986.4025038741006,0.03380050269807444,0.0808624466461111
2016-01-01 13:00:00,Angola,981.3739142255812,0.0336281908301354,0.08045021729697464
2016-01-01 14:00:00,Angola,961.4720696735047,0.03294622545815275,0.078818721191753
2016-01-01 15:00:00,Angola,956.051570303884,0.03276048423907819,0.07837436420832103
2016-01-01 16:00:00,Angola,971.7369071076047,0.03329796489922667,0.07966020310819778
2016-01-01 17:00:00,Angola,993.3558869433377,0.03403877038521982,0.08143246503641106
2016-01-01 18:00:00,Angola,1039.7384542683862,0.03562813586823164,0.0852347748043819
2016-01-01 19:00:00,Angola,1100.558554509979,0.03771222421374895,0.0902206320903085
2016-01-01 20:00:00,Angola,1084.712918282536,0.03716925066293693,0.08892165230367687
2016-01-01 21:00:00,Angola,1018.8599726555111,0.03491270462052491,0.08352321679551415
2016-01-01 22:00:00,Angola,960.6789749072607,0.03291904892354241,0.0787537055587139
2016-01-01 23:00:00,Angola,899.2948258425096,0.03081563263259295,0.07372160916888267
2016-01-02 00:00:00,Angola,881.149236617251,0.030193847879251744,0.0722340858355305
2016-01-02 01:00:00,Angola,870.9306121211677,0.029843691991068236,0.07139639232312976
2016-01-02 02:00:00,Angola,864.1308720666348,0.029610689103142903,0.0708389691462749
2016-01-02 03:00:00,Angola,865.703803341817,0.02966458785907861,0.07096791353846557
2016-01-02 04:00:00,Angola,892.9388282022492,0.030597835217699126,0.07320056272176825
2016-01-02 05:00:00,Angola,942.1232526771963,0.03228321037199909,0.07723256069856244
2016-01-02 06:00:00,Angola,974.0366418625018,0.033376768623347874,0.07984872876399013
2016-01-02 07:00:00,Angola,1023.0855374849895,0.03505749968629038,0.0838696164743789
2016-01-02 08:00:00,Angola,1080.7115980519338,0.037032139661374024,0.0885936355535264
2016-01-02 09:00:00,Angola,1098.9113115210087,0.03765577905989502,0.09008559583706943
2016-01-02 10:00:00,Angola,1110.960557618428,0.038068663834240214,0.09107335845512012
2016-01-02 11:00:00,Angola,1121.8212527810745,0.0384408211987098,0.09196368707825313
2016-01-02 12:00:00,Angola,1101.7703483155844,0.03775374807407474,0.09031997146907833
2016-01-02 13:00:00,Angola,1090.581252121153,0.03737033757519267,0.08940272147175281
2016-01-02 14:00:00,Angola,1098.986550767201,0.03765835724104717,0.09009176373456261
2016-01-02 15:00:00,Angola,1117.9138315662058,0.038306927782181595,0.09164336789995597
2016-01-02 16:00:00,Angola,1145.6464502810784,0.03925722591100342,0.09391680839952972
2016-01-02 17:00:00,Angola,1189.2592967259943,0.04075168291830258,0.09749206439785306
2016-01-02 18:00:00,Angola,1257.3285537522759,0.04308417406338427,0.10307218675450784
2016-01-02 19:00:00,Angola,1296.616207475366,0.04443042211167371,0.10629287586524813
2016-01-02 20:00:00,Angola,1228.2527589947924,0.04208785007263089,0.10068863653739447
2016-01-02 21:00:00,Angola,1125.6158424070193,0.038570848278310775,0.0922747566466765
2016-01-02 22:00:00,Angola,1072.4652348113668,0.03674956614613317,0.08791762235917026
2016-01-02 23:00:00,Angola,1022.8216272356553,0.0350484564214369,0.08384798186946626
2016-01-03 00:00:00,Angola,1009.0840539198366,0.03457771868293498,0.08272181503094493
2016-01-03 01:00:00,Angola,991.9460922498197,0.033990461739251424,0.0813168941130417
2016-01-03 02:00:00,Angola,984.7690101890031,0.03374452868392344,0.08072853752134795
2016-01-03 03:00:00,Angola,984.5651167422878,0.0337375419812653,0.08071182292168731
2016-01-03 04:00:00,Angola,1018.6975999240623,0.03490714068498554,0.0835099059449415
2016-01-03 05:00:00,Angola,1077.3501114979786,0.036916953482415374,0.0883180705320942
2016-01-03 06:00:00,Angola,1106.6730663607927,0.03792174677020955,0.09072188222538172
2016-01-03 07:00:00,Angola,1141.934792964207,0.039130040626436005,0.0936125373838182
2016-01-03 08:00:00,Angola,1200.9618093864651,0.04115268637196472,0.09845140280374334
2016-01-03 09:00:00,Angola,1208.3259256285344,0.04140502842293417,0.09905509192089515
2016-01-03 10:00:00,Angola,1200.1945218453473,0.04112639415909837,0.09838850277296263
