datetime,country,electricity_demand (MWh),electricity_demand_per_capita (kWh/person),electricity_demand_per_capita_with_access (kWh/person)
2016-01-01 00:00:00,Namibia,381.44159317134694,0.15637857575369285,0.314645021637209
2016-01-01 01:00:00,Namibia,370.3818716474016,0.151844451706633,0.3055220356270282
2016-01-01 02:00:00,Namibia,359.0878460763919,0.14721427066466436,0.2962057759852401
2016-01-01 03:00:00,Namibia,353.84797969203623,0.14506609684986718,0.29188349466774083
2016-01-01 04:00:00,Namibia,355.4066455725095,0.14570509887488967,0.29316921302794696
2016-01-01 05:00:00,Namibia,356.617747182337,0.146201610918223,0.2941682312237887
2016-01-01 06:00:00,Namibia,356.3743327853864,0.1461018189778722,0.29396744261141283
2016-01-01 07:00:00,Namibia,355.3655605480242,0.14568825535879484,0.2931353226535107
2016-01-01 08:00:00,Namibia,365.9635951902534,0.15003310288672456,0.3018774705970313
2016-01-01 09:00:00,Namibia,381.7246995053002,0.15649464008984032,0.31487855148861227
2016-01-01 10:00:00,Namibia,393.06938481317536,0.16114558996677844,0.32423659953074135
2016-01-01 11:00:00,Namibia,399.8132107536895,0.16391033800314342,0.3297994728433469
2016-01-01 12:00:00,Namibia,399.77150657921203,0.16389324065580502,0.3297650717420624
2016-01-01 13:00:00,Namibia,397.7335080422438,0.16305772792120912,0.32808395960001835
2016-01-01 14:00:00,Namibia,389.66764208079195,0.15975098672189417,0.3214305567844952
2016-01-01 15:00:00,Namibia,387.4708094583136,0.15885035720790697,0.31961842496560755
2016-01-01 16:00:00,Namibia,393.827799328674,0.16145651510941578,0.3248622034394683
2016-01-01 17:00:00,Namibia,402.58958988140733,0.16504856262656503,0.3320896632325252
2016-01-01 18:00:00,Namibia,421.38762490840793,0.17275514207966072,0.34759585931521264
2016-01-01 19:00:00,Namibia,446.03693693710443,0.18286055370063306,0.36792867947813485
2016-01-01 20:00:00,Namibia,439.6149805425579,0.18022776164934673,0.36263131116568753
2016-01-01 21:00:00,Namibia,412.9259452019148,0.169286130192457,0.3406159561216438
2016-01-01 22:00:00,Namibia,389.34621478481876,0.15961921204484664,0.3211654165892286
2016-01-01 23:00:00,Namibia,364.46830373398615,0.1494200823025674,0.30064402877780155
2016-01-02 00:00:00,Namibia,357.1142170261172,0.1464051473140039,0.2945777611951788
2016-01-02 01:00:00,Namibia,352.9727890655006,0.14470729732160195,0.29116156402736804
2016-01-02 02:00:00,Namibia,350.216974562525,0.14357750352162926,0.2888883370656524
2016-01-02 03:00:00,Namibia,350.85445581703874,0.14383884998314572,0.28941418507675193
2016-01-02 04:00:00,Namibia,361.8923301912576,0.14836401741346622,0.29851914972528404
2016-01-02 05:00:00,Namibia,381.8259084165322,0.15653613243277137,0.3149620370880712
2016-01-02 06:00:00,Namibia,394.7598411919975,0.16183862178508676,0.3256310297486654
2016-01-02 07:00:00,Namibia,414.6384919679602,0.16998821834692177,0.34202860834390697
2016-01-02 08:00:00,Namibia,437.9933161503739,0.17956293229528547,0.36129362634866286
2016-01-02 09:00:00,Namibia,445.36933845796796,0.18258686016219453,0.3673779882539125
2016-01-02 10:00:00,Namibia,450.25268500929,0.1845888725076715,0.371406182107991
2016-01-02 11:00:00,Namibia,454.6543328666467,0.18639340414560837,0.3750370304740611
2016-01-02 12:00:00,Namibia,446.52805555595177,0.1830618962692369,0.3683337953103358
2016-01-02 13:00:00,Namibia,441.9933125627624,0.18120279997932226,0.36459315891211713
2016-01-02 14:00:00,Namibia,445.39983159508597,0.18259936135094307,0.3674031415511932
2016-01-02 15:00:00,Namibia,453.07072408648594,0.18574417634762846,0.3737307371179647
2016-01-02 16:00:00,Namibia,464.3102644581784,0.19035202024015818,0.3830020527970989
2016-01-02 17:00:00,Namibia,481.9857805492417,0.197598403648562,0.3975823011037464
2016-01-02 18:00:00,Namibia,509.57304774113186,0.20890828078214047,0.42033859312301897
2016-01-02 19:00:00,Namibia,525.4956396416557,0.21543602261283454,0.4334728825207938
2016-01-02 20:00:00,Namibia,497.7891418512592,0.20407726483405517,0.41061823910272666
2016-01-02 21:00:00,Namibia,456.1922129973803,0.18702388469316625,0.37630560300435867
2016-01-02 22:00:00,Namibia,434.6512108297434,0.17819277843840317,0.3585367775420587
2016-01-02 23:00:00,Namibia,414.5315338068002,0.1699443689995856,0.3419403802808563
2016-01-03 00:00:00,Namibia,408.96393806405035,0.16766183686829694,0.33734776029838415
2016-01-03 01:00:00,Namibia,402.0182250010654,0.16481432171570712,0.3316183535527306
2016-01-03 02:00:00,Namibia,399.10948045000583,0.16362183159855914,0.3292189770594751
2016-01-03 03:00:00,Namibia,399.02684603854107,0.16358795419293679,0.3291508132654663
2016-01-03 04:00:00,Namibia,412.86013840273927,0.16925915155742033,0.34056167315376323
2016-01-03 05:00:00,Namibia,436.63096504244123,0.17900441290529517,0.3601698448798695
2016-01-03 06:00:00,Namibia,448.51504055605903,0.1838764951224384,0.3699728272081255
2016-01-03 07:00:00,Namibia,462.80599532702377,0.1897353191029685,0.38176120543856845
2016-01-03 08:00:00,Namibia,486.7286021648242,0.19954280536713767,0.4014945782034963
2016-01-03 09:00:00,Namibia,489.7131483649342,0.20076637168082662,0.4039564822551843
2016-01-03 10:00:00,Namibia,486.41763408122,0.19941531862502712,0.40123806564391773
2016-01-03 11:00:00,Namibia,482.7342665523648,0.19790525842589976,0.3981997151426554
2016-01-03 12:00:00,Namibia,479.0353097112049,0.196388807118674,0.3951485052689618
2016-01-03 13:00:00,Namibia,474.40554930670595,0.1944907567982645,0.3913294905397676
2016-01-03 14:00:00,Namibia,477.3752137945023,0.19570822209670485,0.39377911890685074
2016-01-03 15:00:00,Namibia,480.7754749894043,0.19710221795968474,0.39658393955670973
2016-01-03 16:00:00,Namibia,485.9114347375616,0.19920779345256068,0.40082050996491075
2016-01-03 17:00:00,Namibia,492.318796882291,0.2018346023388187,0.40610583971593295
2016-01-03 18:00:00,Namibia,506.5979435784036,0.20768858539491683,0.41788447765576825
2016-01-03 19:00:00,Namibia,518.9878867481839,0.21276805680350305,0.4281047420593622
2016-01-03 20:00:00,Namibia,504.66513420261754,0.20689619677553248,0.41629013435720813
2016-01-03 21:00:00,Namibia,466.8207186642278,0.19138122434444294,0.38507288600491535
2016-01-03 22:00:00,Namibia,445.26689124675147,0.18254486015677618,0.3672934812007569
2016-01-03 23:00:00,Namibia,420.92934335164927,0.17256726163237054,0.3472178302462184
2016-01-04 00:00:00,Namibia,410.1847470612562,0.16816232862291422,0.33835478596159796
2016-01-04 01:00:00,Namibia,401.2556975606182,0.16450171040838,0.330989356958511
2016-01-04 02:00:00,Namibia,403.05470420058043,0.16523924428293665,0.3324733285370958
2016-01-04 03:00:00,Namibia,401.79931125380796,0.1647245742402826,0.3314377751313533
2016-01-04 04:00:00,Namibia,419.9464648514626,0.17216431359851764,0.3464070696147236
2016-01-04 05:00:00,Namibia,437.82313835250585,0.17949316496489484,0.36115324942634774
2016-01-04 06:00:00,Namibia,450.2628788716623,0.18459305165778978,0.3714145908607439
2016-01-04 07:00:00,Namibia,459.1564378102449,0.18823911990282335,0.37875074427127436
2016-01-04 08:00:00,Namibia,466.77693591477623,0.191363274849358,0.3850367703206399
2016-01-04 09:00:00,Namibia,466.1579407100309,0.19110950706354407,0.38452617115401216
2016-01-04 10:00:00,Namibia,467.6384610164832,0.19171647195946045,0.38574742848986004
2016-01-04 11:00:00,Namibia,460.3921727447638,0.18874573080349236,0.37977008209958213
2016-01-04 12:00:00,Namibia,464.73117589040527,0.1905245801588153,0.38334925585274704
2016-01-04 13:00:00,Namibia,466.2391156965139,0.19114278615266359,0.3845931310918784
2016-01-04 14:00:00,Namibia,472.95083428743044,0.19389437122596637,0.39012951956934877
2016-01-04 15:00:00,Namibia,483.0896807604122,0.198050966625142,0.398492890593847
2016-01-04 16:00:00,Namibia,496.5852489163414,0.20358370811162976,0.4096251672266192
2016-01-04 17:00:00,Namibia,502.4332532680783,0.2059811986000758,0.41444909175065553
2016-01-04 18:00:00,Namibia,523.7143008889719,0.21470573199412268,0.4320034848976311
2016-01-04 19:00:00,Namibia,545.375197030107,0.22358599085613343,0.4498712089660632
2016-01-04 20:00:00,Namibia,518.314030431626,0.21249179775642366,0.4275488888459228
2016-01-04 21:00:00,Namibia,484.57491102930544,0.19865986245159023,0.39971803310179116
2016-01-04 22:00:00,Namibia,454.1393548605983,0.18618228000872342,0.3746122334179545
2016-01-04 23:00:00,Namibia,435.44343535731855,0.17851756458002277,0.359190270784754
2016-01-05 00:00:00,Namibia,427.01470327541256,0.17506206014114048,0.3522375455556146
