datetime,country,electricity_demand (MWh),electricity_demand_per_capita (kWh/person),electricity_demand_per_capita_with_access (kWh/person)
2016-01-01 00:00:00,Chad,38.780469076536065,0.0025657533548596465,0.027888623422387463
2016-01-01 01:00:00,Chad,42.78798377944711,0.0028308944049421124,0.030770591358066444
2016-01-01 02:00:00,Chad,43.188361065358876,0.0028573837535497922,0.03105851906032383
2016-01-01 03:00:00,Chad,42.728114278750034,0.0028269333808512453,0.0307275367483831
2016-01-01 04:00:00,Chad,42.87778803049275,0.002836835941078415,0.03083517327259147
2016-01-01 05:00:00,Chad,44.048985137879455,0.0029143234748560173,0.03167742907452193
2016-01-01 06:00:00,Chad,44.01530854373734,0.002912095398804904,0.03165321085657504
2016-01-01 07:00:00,Chad,45.29876096493107,0.002997009852752883,0.03257619405166177
2016-01-01 08:00:00,Chad,42.34644621180613,0.0028016818522719634,0.030453063611651773
2016-01-01 09:00:00,Chad,36.6887783959317,0.0024273650756849513,0.026384402996575556
2016-01-01 10:00:00,Chad,40.27720659396317,0.002664778957131343,0.028964988664471124
2016-01-01 11:00:00,Chad,40.37075268880236,0.002670968057273324,0.029032261492101353
2016-01-01 12:00:00,Chad,47.14723179895355,0.0031193064715584287,0.033905505125635095
2016-01-01 13:00:00,Chad,46.570987854744104,0.003081181614683825,0.03349110450743288
2016-01-01 14:00:00,Chad,43.861892948201074,0.0029019452745720556,0.03154288341926148
2016-01-01 15:00:00,Chad,41.878715737610165,0.0027707363515620583,0.03011669947350063
2016-01-01 16:00:00,Chad,41.93484339451368,0.002774449811647247,0.030157063170078765
2016-01-01 17:00:00,Chad,46.26415666367154,0.0030608813662181267,0.033270449632805725
2016-01-01 18:00:00,Chad,49.20898772920937,0.0032557142386876897,0.03538819824660532
2016-01-01 19:00:00,Chad,47.90308424525422,0.0031693144007056344,0.034449069572887334
2016-01-01 20:00:00,Chad,47.63292312335863,0.0031514402794955935,0.03425478564669123
2016-01-01 21:00:00,Chad,48.09766012251975,0.0031821877290009555,0.034588997054358216
2016-01-01 22:00:00,Chad,48.041532465616235,0.003178474268915767,0.03454863335778008
2016-01-01 23:00:00,Chad,49.186536666447964,0.0032542288546536144,0.035372052767974074
