datetime,country,electricity_demand (MWh),renewables_electricity (MWh)
2022-09-14 17:00:00,Morocco,1.3097744977205914,0.0
2022-09-14 18:00:00,Morocco,1.636464016006216,0.0
2022-09-14 19:00:00,Morocco,1.7590322298129668,0.0
2022-09-14 20:00:00,Morocco,1.8067685968449338,0.0
2022-09-14 21:00:00,Morocco,1.7986582055463225,0.0
2022-09-14 22:00:00,Morocco,1.748182966342098,0.0
2022-09-14 23:00:00,Morocco,1.6130034101179742,0.0
2022-09-15 00:00:00,Morocco,1.4660062835892145,0.0
2022-09-15 01:00:00,Morocco,1.3400806636463878,0.0
2022-09-15 02:00:00,Morocco,1.2882688618216385,0.0
2022-09-15 03:00:00,Morocco,1.2563166940900956,0.0
2022-09-15 04:00:00,Morocco,1.2470683624463248,0.0
2022-09-15 05:00:00,Morocco,1.2698117539191982,0.0
2022-09-15 06:00:00,Morocco,1.257255327018896,0.0
2022-09-15 07:00:00,Morocco,1.2423977331478064,0.0
2022-09-15 08:00:00,Morocco,1.257722920031518,0.0
2022-09-15 09:00:00,Morocco,1.3880193454265692,0.0
2022-09-15 10:00:00,Morocco,1.4583859881808419,0.0
2022-09-15 11:00:00,Morocco,1.54488800716826,0.0
2022-09-15 12:00:00,Morocco,1.6283715946415689,0.0
2022-09-15 13:00:00,Morocco,1.6229724913461006,0.0
2022-09-15 14:00:00,Morocco,1.543293620166093,0.0
2022-09-15 15:00:00,Morocco,1.49108070873206,0.0
2022-09-15 16:00:00,Morocco,1.5466322638743835,0.0
2022-09-15 17:00:00,Morocco,1.5940240765724845,0.0
2022-09-15 18:00:00,Morocco,1.6329226720900838,0.0
2022-09-15 19:00:00,Morocco,1.7690988092293845,0.0
2022-09-15 20:00:00,Morocco,1.8075791720339434,0.0
2022-09-15 21:00:00,Morocco,1.8254240305854164,0.0
2022-09-15 22:00:00,Morocco,1.7805822338974586,0.0
2022-09-15 23:00:00,Morocco,1.6710540369886124,0.0
2022-09-16 00:00:00,Morocco,1.5122723629699504,0.0
2022-09-16 01:00:00,Morocco,1.4070208073266817,0.0
2022-09-16 02:00:00,Morocco,1.3451734315973063,0.0
2022-09-16 03:00:00,Morocco,1.3020541455381054,0.0
2022-09-16 04:00:00,Morocco,1.284288041576286,0.0
2022-09-16 05:00:00,Morocco,1.3148471726268844,0.0
2022-09-16 06:00:00,Morocco,1.298438764591563,0.0
2022-09-16 07:00:00,Morocco,1.2868754638184097,0.0
2022-09-16 08:00:00,Morocco,1.3362984031686937,0.0
2022-09-16 09:00:00,Morocco,1.424375224070746,0.0
2022-09-16 10:00:00,Morocco,1.4863154681538366,0.0
2022-09-16 11:00:00,Morocco,1.5751431553968267,0.0
2022-09-16 12:00:00,Morocco,1.6303633277835146,0.0
2022-09-16 13:00:00,Morocco,1.557183253034552,0.0
2022-09-16 14:00:00,Morocco,1.4564703274114792,0.0
2022-09-16 15:00:00,Morocco,1.4669291379201812,0.0
2022-09-16 16:00:00,Morocco,1.4999409589170878,0.0
2022-09-16 17:00:00,Morocco,1.5179555108543408,0.0
2022-09-16 18:00:00,Morocco,1.565121058033517,0.0
2022-09-16 19:00:00,Morocco,1.73758159095343,0.0
2022-09-16 20:00:00,Morocco,1.75144371524257,0.0
2022-09-16 21:00:00,Morocco,1.7210592157792077,0.0
2022-09-16 22:00:00,Morocco,1.674712541571132,0.0
2022-09-16 23:00:00,Morocco,1.5812392439685672,0.0
2022-09-17 00:00:00,Morocco,1.4420809294535344,0.0
2022-09-17 01:00:00,Morocco,1.3121494687862176,0.0
2022-09-17 02:00:00,Morocco,1.2170100779986985,0.0
2022-09-17 03:00:00,Morocco,1.1466098201438832,0.0
2022-09-17 04:00:00,Morocco,1.1309001702108339,0.0
2022-09-17 05:00:00,Morocco,1.1660393837504697,0.0
2022-09-17 06:00:00,Morocco,1.1435702677282589,0.0
2022-09-17 07:00:00,Morocco,1.119626129234473,0.0
2022-09-17 08:00:00,Morocco,1.1351957658772815,0.0
2022-09-17 09:00:00,Morocco,1.1307763067811836,0.0
2022-09-17 10:00:00,Morocco,1.1894468429420413,0.0
2022-09-17 11:00:00,Morocco,1.2666392625602487,0.0
2022-09-17 12:00:00,Morocco,1.2389254013488842,0.0
2022-09-17 13:00:00,Morocco,1.209332387055547,0.0
2022-09-17 14:00:00,Morocco,1.2657397947558962,0.0
2022-09-17 15:00:00,Morocco,1.1804584393779274,0.0
2022-09-17 16:00:00,Morocco,1.1849353494521533,0.0
2022-09-17 17:00:00,Morocco,1.2003859519111955,0.0
2022-09-17 18:00:00,Morocco,1.238957025927954,0.0
2022-09-17 19:00:00,Morocco,1.3623518085879058,0.0
2022-09-17 20:00:00,Morocco,1.3955006857523735,0.0
2022-09-17 21:00:00,Morocco,1.3882680722235752,0.0
2022-09-17 22:00:00,Morocco,1.3557105990684493,0.0
2022-09-17 23:00:00,Morocco,1.268040157288015,0.0
2022-09-18 00:00:00,Morocco,1.1468940139139576,0.0
2022-09-18 01:00:00,Morocco,1.0528728407583154,0.0
2022-09-18 02:00:00,Morocco,0.968032322031577,0.0
2022-09-18 03:00:00,Morocco,0.9354146252813484,0.0
2022-09-18 04:00:00,Morocco,0.9145179378927144,0.0
2022-09-18 05:00:00,Morocco,0.9379687431666259,0.0
2022-09-18 06:00:00,Morocco,0.8889119054522188,0.0
2022-09-18 07:00:00,Morocco,0.8679760777374554,0.0
2022-09-18 08:00:00,Morocco,0.8747535399171552,0.0
2022-09-18 09:00:00,Morocco,0.9649693009913833,0.0
2022-09-18 10:00:00,Morocco,1.0989660321579269,0.0
2022-09-18 11:00:00,Morocco,1.212587735553399,0.0
2022-09-18 12:00:00,Morocco,1.2936233025622736,0.0
2022-09-18 13:00:00,Morocco,1.3584228399622158,0.0
2022-09-18 14:00:00,Morocco,1.3048246246480897,0.0
2022-09-18 15:00:00,Morocco,1.2070950574400054,0.0
2022-09-18 16:00:00,Morocco,1.2338764624113034,0.0
2022-09-18 17:00:00,Morocco,1.2641402537648814,0.0
2022-09-18 18:00:00,Morocco,1.3304768207229316,0.0
2022-09-18 19:00:00,Morocco,1.4712251839160635,0.0
2022-09-18 20:00:00,Morocco,1.5383109957968875,0.0
2022-09-18 21:00:00,Morocco,1.5536586532981769,0.0
2022-09-18 22:00:00,Morocco,1.529729870660132,0.0
2022-09-18 23:00:00,Morocco,1.4149230672539366,0.0
2022-09-19 00:00:00,Morocco,1.2892327616865402,0.0
2022-09-19 01:00:00,Morocco,1.1886905509655166,0.0
2022-09-19 02:00:00,Morocco,1.1351008824508224,0.0
2022-09-19 03:00:00,Morocco,1.084830708200076,0.0
2022-09-19 04:00:00,Morocco,1.0591267417891959,0.0
2022-09-19 05:00:00,Morocco,1.0878415837154172,0.0
2022-09-19 06:00:00,Morocco,1.1093875464636205,0.0
2022-09-19 07:00:00,Morocco,1.1001244741079337,0.0
2022-09-19 08:00:00,Morocco,1.1234232063622536,0.0
2022-09-19 09:00:00,Morocco,1.2522437310748535,0.0
2022-09-19 10:00:00,Morocco,1.3757089195213053,0.0
2022-09-19 11:00:00,Morocco,1.485230185359819,0.0
2022-09-19 12:00:00,Morocco,1.5719457938231693,0.0
2022-09-19 13:00:00,Morocco,1.5482951917382688,0.0
2022-09-19 14:00:00,Morocco,1.4794590128421077,0.0
