country,year,column,value,source,method,base_year,r_squared
Algeria,2016,Access to Clean Fuels and Technologies for cooking (% of total population),99.6,measured,source_ingest,2016.0,
Algeria,2016,Access to electricity (% of total population),99.4,measured,source_ingest,2016.0,
Algeria,2016,Population growth (annual %),2.05569111181654,measured,source_ingest,2016.0,
Algeria,2016,carbon_intensity_elec,636.4,measured,source_ingest,2016.0,
Algeria,2016,electricity_demand (TWh),70.79,measured,source_ingest,2016.0,
Algeria,2016,electricity_generation (TWh),71.04,measured,source_ingest,2016.0,
Algeria,2016,energy_poverty_electricity (% of total population),0.5999999999999943,derived,one_minus_access,2016.0,
Algeria,2016,energy_poverty_electricity_rural (% of rural population),1.7000000000000028,measured,source_ingest,2016.0,
Algeria,2016,energy_poverty_electricity_urban (% of urban population),0.09999999999999432,measured,source_ingest,2016.0,
Algeria,2016,energy_poverty_multidimensional (% of total population),0.5,measured,source_ingest,2016.0,
Algeria,2016,fossil_share_elec,99.521,measured,source_ingest,2016.0,
Algeria,2016,gdp,569170418715.0,measured,source_ingest,2016.0,
Algeria,2016,greenhouse_gas_emissions,45.21,measured,source_ingest,2016.0,
Algeria,2016,hydro_electricity,0.22,measured,source_ingest,2016.0,
Algeria,2016,low_carbon_share_elec,0.479,measured,source_ingest,2016.0,
Algeria,2016,population,40850719.0,measured,source_ingest,2016.0,
Algeria,2016,renewables_electricity,0.34,measured,source_ingest,2016.0,
Algeria,2016,renewables_share_elec,0.479,measured,source_ingest,2016.0,
Algeria,2016,solar_electricity,0.09,measured,source_ingest,2016.0,
Algeria,2016,wind_electricity,0.03,measured,source_ingest,2016.0,
Algeria,2017,Access to Clean Fuels and Technologies for cooking (% of total population),99.6,measured,source_ingest,2017.0,
Algeria,2017,Access to electricity (% of total population),99.5,measured,source_ingest,2017.0,
Algeria,2017,Population growth (annual %),2.03200060784518,measured,source_ingest,2017.0,
Algeria,2017,carbon_intensity_elec,634.15,measured,source_ingest,2017.0,
Algeria,2017,electricity_demand (TWh),75.73,measured,source_ingest,2017.0,
Algeria,2017,electricity_generation (TWh),76.07,measured,source_ingest,2017.0,
Algeria,2017,energy_poverty_electricity (% of total population),0.5,derived,one_minus_access,2017.0,
Algeria,2017,energy_poverty_electricity_rural (% of rural population),1.4000000000000057,measured,source_ingest,2017.0,
Algeria,2017,energy_poverty_electricity_urban (% of urban population),0.09999999999999432,measured,source_ingest,2017.0,
Algeria,2017,energy_poverty_multidimensional (% of total population),0.4500000000000028,measured,source_ingest,2017.0,
Algeria,2017,fossil_share_elec,99.159,measured,source_ingest,2017.0,
Algeria,2017,gdp,577138830559.0,measured,source_ingest,2017.0,
Algeria,2017,greenhouse_gas_emissions,48.24,measured,source_ingest,2017.0,
Algeria,2017,hydro_electricity,0.06,measured,source_ingest,2017.0,
Algeria,2017,low_carbon_share_elec,0.841,measured,source_ingest,2017.0,
Algeria,2017,population,41689302.0,measured,source_ingest,2017.0,
Algeria,2017,renewables_electricity,0.64,measured,source_ingest,2017.0,
Algeria,2017,renewables_share_elec,0.841,measured,source_ingest,2017.0,
Algeria,2017,solar_electricity,0.57,measured,source_ingest,2017.0,
Algeria,2017,wind_electricity,0.01,measured,source_ingest,2017.0,
Algeria,2018,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2018.0,
Algeria,2018,Access to electricity (% of total population),99.6,measured,source_ingest,2018.0,
Algeria,2018,Population growth (annual %),1.93780623340147,measured,source_ingest,2018.0,
Algeria,2018,carbon_intensity_elec,632.7,measured,source_ingest,2018.0,
Algeria,2018,electricity_demand (TWh),76.66,measured,source_ingest,2018.0,
Algeria,2018,electricity_generation (TWh),76.75,measured,source_ingest,2018.0,
Algeria,2018,energy_poverty_electricity (% of total population),0.4000000000000057,derived,one_minus_access,2018.0,
Algeria,2018,energy_poverty_electricity_rural (% of rural population),1.0999999999999943,measured,source_ingest,2018.0,
Algeria,2018,energy_poverty_electricity_urban (% of urban population),0.09999999999999432,measured,source_ingest,2018.0,
Algeria,2018,energy_poverty_multidimensional (% of total population),0.3499999999999943,measured,source_ingest,2018.0,
Algeria,2018,fossil_share_elec,98.932,measured,source_ingest,2018.0,
Algeria,2018,gdp,584064441740.0,measured,source_ingest,2018.0,
Algeria,2018,greenhouse_gas_emissions,48.56,measured,source_ingest,2018.0,
Algeria,2018,hydro_electricity,0.12,measured,source_ingest,2018.0,
Algeria,2018,low_carbon_share_elec,1.068,measured,source_ingest,2018.0,
Algeria,2018,population,42505033.0,measured,source_ingest,2018.0,
Algeria,2018,renewables_electricity,0.82,measured,source_ingest,2018.0,
Algeria,2018,renewables_share_elec,1.068,measured,source_ingest,2018.0,
Algeria,2018,solar_electricity,0.69,measured,source_ingest,2018.0,
Algeria,2018,wind_electricity,0.01,measured,source_ingest,2018.0,
Algeria,2019,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2019.0,
Algeria,2019,Access to electricity (% of total population),99.5,measured,source_ingest,2019.0,
Algeria,2019,Population growth (annual %),1.84041291439333,measured,source_ingest,2019.0,
Algeria,2019,carbon_intensity_elec,632.77,measured,source_ingest,2019.0,
Algeria,2019,electricity_demand (TWh),81.47,measured,source_ingest,2019.0,
Algeria,2019,electricity_generation (TWh),81.61,measured,source_ingest,2019.0,
Algeria,2019,energy_poverty_electricity (% of total population),0.5,derived,one_minus_access,2019.0,
Algeria,2019,energy_poverty_electricity_rural (% of rural population),1.2999999999999972,measured,source_ingest,2019.0,
Algeria,2019,energy_poverty_electricity_urban (% of urban population),0.20000000000000284,measured,source_ingest,2019.0,
Algeria,2019,energy_poverty_multidimensional (% of total population),0.4000000000000057,measured,source_ingest,2019.0,
Algeria,2019,fossil_share_elec,98.934,measured,source_ingest,2019.0,
Algeria,2019,gdp,589905104177.0,measured,source_ingest,2019.0,
Algeria,2019,greenhouse_gas_emissions,51.64,measured,source_ingest,2019.0,
Algeria,2019,hydro_electricity,0.15,measured,source_ingest,2019.0,
Algeria,2019,low_carbon_share_elec,1.066,measured,source_ingest,2019.0,
Algeria,2019,population,43294551.0,measured,source_ingest,2019.0,
Algeria,2019,renewables_electricity,0.87,measured,source_ingest,2019.0,
Algeria,2019,renewables_share_elec,1.066,measured,source_ingest,2019.0,
Algeria,2019,solar_electricity,0.71,measured,source_ingest,2019.0,
Algeria,2019,wind_electricity,0.01,measured,source_ingest,2019.0,
Algeria,2020,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2020.0,
Algeria,2020,Access to electricity (% of total population),99.7,measured,source_ingest,2020.0,
Algeria,2020,Population growth (annual %),1.71191216459393,measured,source_ingest,2020.0,
Algeria,2020,carbon_intensity_elec,632.61,measured,source_ingest,2020.0,
Algeria,2020,electricity_demand (TWh),79.31,measured,source_ingest,2020.0,
Algeria,2020,electricity_generation (TWh),79.37,measured,source_ingest,2020.0,
Algeria,2020,energy_poverty_electricity (% of total population),0.29999999999999716,derived,one_minus_access,2020.0,
Algeria,2020,energy_poverty_electricity_rural (% of rural population),0.9000000000000057,measured,source_ingest,2020.0,
Algeria,2020,energy_poverty_electricity_urban (% of urban population),0.09999999999999432,measured,source_ingest,2020.0,
Algeria,2020,energy_poverty_multidimensional (% of total population),0.2999999999999971,measured,source_ingest,2020.0,
Algeria,2020,fossil_share_elec,98.891,measured,source_ingest,2020.0,
Algeria,2020,gdp,559819958223.0,measured,source_ingest,2020.0,
Algeria,2020,greenhouse_gas_emissions,50.21,measured,source_ingest,2020.0,
Algeria,2020,hydro_electricity,0.05,measured,source_ingest,2020.0,
Algeria,2020,low_carbon_share_elec,1.109,measured,source_ingest,2020.0,
Algeria,2020,population,44042094.0,measured,source_ingest,2020.0,
Algeria,2020,renewables_electricity,0.88,measured,source_ingest,2020.0,
Algeria,2020,renewables_share_elec,1.109,measured,source_ingest,2020.0,
Algeria,2020,solar_electricity,0.82,measured,source_ingest,2020.0,
Algeria,2020,wind_electricity,0.01,measured,source_ingest,2020.0,
Algeria,2021,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2021.0,
Algeria,2021,Access to electricity (% of total population),99.8,measured,source_ingest,2021.0,
Algeria,2021,Population growth (annual %),1.61936460233826,measured,source_ingest,2021.0,
Algeria,2021,carbon_intensity_elec,633.53,measured,source_ingest,2021.0,
Algeria,2021,electricity_demand (TWh),84.45,measured,source_ingest,2021.0,
Algeria,2021,electricity_generation (TWh),85.6,measured,source_ingest,2021.0,
Algeria,2021,energy_poverty_electricity (% of total population),0.20000000000000284,derived,one_minus_access,2021.0,
Algeria,2021,energy_poverty_electricity_rural (% of rural population),0.7000000000000028,measured,source_ingest,2021.0,
Algeria,2021,energy_poverty_electricity_urban (% of urban population),0.0,measured,source_ingest,2021.0,
Algeria,2021,energy_poverty_multidimensional (% of total population),0.25,measured,source_ingest,2021.0,
Algeria,2021,fossil_share_elec,99.054,measured,source_ingest,2021.0,
Algeria,2021,gdp,578853830170.0,measured,source_ingest,2021.0,
Algeria,2021,greenhouse_gas_emissions,54.23,measured,source_ingest,2021.0,
Algeria,2021,hydro_electricity,0.01,measured,source_ingest,2021.0,
Algeria,2021,low_carbon_share_elec,0.946,measured,source_ingest,2021.0,
Algeria,2021,population,44761099.0,measured,source_ingest,2021.0,
Algeria,2021,renewables_electricity,0.81,measured,source_ingest,2021.0,
Algeria,2021,renewables_share_elec,0.946,measured,source_ingest,2021.0,
Algeria,2021,solar_electricity,0.79,measured,source_ingest,2021.0,
Algeria,2021,wind_electricity,0.01,measured,source_ingest,2021.0,
Algeria,2022,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2022.0,
Algeria,2022,Access to electricity (% of total population),100.0,measured,source_ingest,2022.0,
Algeria,2022,Population growth (annual %),1.58758210690673,measured,source_ingest,2022.0,
Algeria,2022,carbon_intensity_elec,633.65,measured,source_ingest,2022.0,
Algeria,2022,electricity_demand (TWh),88.9,measured,source_ingest,2022.0,
Algeria,2022,electricity_generation (TWh),91.47,measured,source_ingest,2022.0,
Algeria,2022,energy_poverty_electricity (% of total population),0.0,derived,one_minus_access,2022.0,
Algeria,2022,energy_poverty_electricity_rural (% of rural population),0.7000000000000028,measured,source_ingest,2022.0,
Algeria,2022,energy_poverty_electricity_urban (% of urban population),0.0,measured,source_ingest,2022.0,
Algeria,2022,energy_poverty_multidimensional (% of total population),0.1500000000000056,measured,source_ingest,2022.0,
Algeria,2022,fossil_share_elec,99.06,measured,source_ingest,2022.0,
Algeria,2022,gdp,595820067103.0,measured,source_ingest,2022.0,
Algeria,2022,greenhouse_gas_emissions,57.96,measured,source_ingest,2022.0,
Algeria,2022,hydro_electricity,0.02,measured,source_ingest,2022.0,
Algeria,2022,low_carbon_share_elec,0.94,measured,source_ingest,2022.0,
Algeria,2022,population,45477391.0,measured,source_ingest,2022.0,
Algeria,2022,renewables_electricity,0.86,measured,source_ingest,2022.0,
Algeria,2022,renewables_share_elec,0.94,measured,source_ingest,2022.0,
Algeria,2022,solar_electricity,0.83,measured,source_ingest,2022.0,
Algeria,2022,wind_electricity,0.01,measured,source_ingest,2022.0,
Algeria,2023,Access to Clean Fuels and Technologies for cooking (% of total population),99.7,measured,source_ingest,2023.0,
Algeria,2023,Access to electricity (% of total population),100.0,measured,source_ingest,2023.0,
Algeria,2023,Population growth (annual %),1.49897601193923,measured,source_ingest,2023.0,
Algeria,2023,carbon_intensity_elec,633.61,measured,source_ingest,2023.0,
Algeria,2023,electricity_demand (TWh),93.44,measured,source_ingest,2023.0,
Algeria,2023,electricity_generation (TWh),95.88,measured,source_ingest,2023.0,
Algeria,2023,energy_poverty_electricity (% of total population),0.0,derived,one_minus_access,2023.0,
Algeria,2023,energy_poverty_electricity_rural (% of rural population),0.0,measured,source_ingest,2023.0,
Algeria,2023,energy_poverty_electricity_urban (% of urban population),0.0,measured,source_ingest,2023.0,
Algeria,2023,energy_poverty_multidimensional (% of total population),0.1500000000000056,measured,source_ingest,2023.0,
Algeria,2023,fossil_share_elec,99.051,measured,source_ingest,2023.0,
Algeria,2023,gdp,597969198414.5779,estimated,dampened_exponential_log_linear,2022.0,0.13533820158740828
Algeria,2023,greenhouse_gas_emissions,60.75,measured,source_ingest,2023.0,
Algeria,2023,hydro_electricity,0.02,measured,source_ingest,2023.0,
Algeria,2023,low_carbon_share_elec,0.949,measured,source_ingest,2023.0,
Algeria,2023,population,46164222.0,measured,source_ingest,2023.0,
Algeria,2023,renewables_electricity,0.91,measured,source_ingest,2023.0,
Algeria,2023,renewables_share_elec,0.949,measured,source_ingest,2023.0,
Algeria,2023,solar_electricity,0.87,measured,source_ingest,2023.0,
Algeria,2023,wind_electricity,0.02,measured,source_ingest,2023.0,
Algeria,2024,Access to Clean Fuels and Technologies for cooking (% of total population),99.73928571428573,estimated,linear_projection,2023.0,0.5714285714285917
Algeria,2024,Access to electricity (% of total population),100.0,measured,source_ingest,2024.0,
Algeria,2024,Population growth (annual %),1.39838651912702,measured,source_ingest,2024.0,
Algeria,2024,carbon_intensity_elec,632.94,measured,source_ingest,2024.0,
Algeria,2024,electricity_demand (TWh),93.84,measured,source_ingest,2024.0,
Algeria,2024,electricity_generation (TWh),96.36,measured,source_ingest,2024.0,
Algeria,2024,energy_poverty_electricity (% of total population),0.0,derived,one_minus_access,2024.0,
Algeria,2024,energy_poverty_electricity_rural (% of rural population),0.0,measured,source_ingest,2024.0,
Algeria,2024,energy_poverty_electricity_urban (% of urban population),0.0,measured,source_ingest,2024.0,
Algeria,2024,energy_poverty_multidimensional (% of total population),0.0857142857142889,measured,source_ingest,2024.0,
Algeria,2024,fossil_share_elec,98.931,measured,source_ingest,2024.0,
Algeria,2024,gdp,600126081672.8414,estimated,dampened_exponential_log_linear,2022.0,0.13533820158740828
Algeria,2024,greenhouse_gas_emissions,60.99,measured,source_ingest,2024.0,
Algeria,2024,hydro_electricity,0.02,measured,source_ingest,2024.0,
Algeria,2024,low_carbon_share_elec,1.069,measured,source_ingest,2024.0,
Algeria,2024,population,46814302.0,measured,source_ingest,2024.0,
Algeria,2024,renewables_electricity,1.03,measured,source_ingest,2024.0,
Algeria,2024,renewables_share_elec,1.069,measured,source_ingest,2024.0,
Algeria,2024,solar_electricity,0.99,measured,source_ingest,2024.0,
Algeria,2024,wind_electricity,0.02,measured,source_ingest,2024.0,
Algeria,2025,Access to Clean Fuels and Technologies for cooking (% of total population),99.75357142857143,estimated,linear_projection,2023.0,0.5714285714285917
Algeria,2025,Access to electricity (% of total population),99.99999974281748,estimated,logistic_logit_linear,2024.0,0.7135505134567186
Algeria,2025,Population growth (annual %),1.31780475504384,measured,source_ingest,2025.0,
Algeria,2025,carbon_intensity_elec,632.7273546735626,estimated,dampened_exponential_log_linear,2024.0,0.24648837776927401
Algeria,2025,electricity_demand (TWh),97.16654912994123,estimated,dampened_exponential_log_linear,2024.0,0.9571272809543842
Algeria,2025,electricity_generation (TWh),100.14615828977529,estimated,dampened_exponential_log_linear,2024.0,0.9527460856206258
Algeria,2025,energy_poverty_electricity (% of total population),2.5718252061324165e-07,estimated,one_minus_access,2024.0,
Algeria,2025,energy_poverty_electricity_rural (% of rural population),0.0,estimated,linear_projection,2024.0,0.9218225419664247
Algeria,2025,energy_poverty_electricity_urban (% of urban population),0.0,estimated,linear_projection,2024.0,0.5041666666666615
Algeria,2025,energy_poverty_multidimensional (% of total population),0.033928571428575,measured,source_ingest,2025.0,
Algeria,2025,fossil_share_elec,98.86688888888888,estimated,linear_projection,2024.0,0.29603995465085997
Algeria,2025,gdp,600342197431.3761,estimated,dampened_exponential_log_linear,2022.0,0.13533820158740828
Algeria,2025,greenhouse_gas_emissions,63.36504346011448,estimated,dampened_exponential_log_linear,2024.0,0.9502891689640457
Algeria,2025,hydro_electricity,0.014528067798689386,estimated,dampened_exponential_log_linear,2024.0,0.6625342559423704
Algeria,2025,low_carbon_share_elec,1.1331111111111198,estimated,linear_projection,2024.0,0.29603995465090505
Algeria,2025,population,47435305.920408435,estimated,limit_year_population_growth_rate_exponential,2024.0,
Algeria,2025,renewables_electricity,1.129127796528846,estimated,dampened_exponential_log_linear,2024.0,0.5849942472632961
Algeria,2025,renewables_share_elec,1.1331111111111198,estimated,linear_projection,2024.0,0.29603995465090505
Algeria,2025,solar_electricity,1.195888544821966,estimated,dampened_exponential_log_linear,2024.0,0.4964232707055678
Algeria,2025,wind_electricity,0.020153110130186898,estimated,dampened_exponential_log_linear,2024.0,0.002355070976547191
Angola,2016,Access to Clean Fuels and Technologies for cooking (% of total population),48.0,measured,source_ingest,2016.0,
Angola,2016,Access to electricity (% of total population),41.8,measured,source_ingest,2016.0,
Angola,2016,Population growth (annual %),3.57644143982026,measured,source_ingest,2016.0,
Angola,2016,carbon_intensity_elec,286.89,measured,source_ingest,2016.0,
Angola,2016,electricity_demand (TWh),10.98,measured,source_ingest,2016.0,
Angola,2016,electricity_generation (TWh),10.98,measured,source_ingest,2016.0,
Angola,2016,energy_poverty_electricity (% of total population),58.2,derived,one_minus_access,2016.0,
Angola,2016,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2016,energy_poverty_electricity_urban (% of urban population),32.099999999999994,measured,source_ingest,2016.0,
Angola,2016,energy_poverty_multidimensional (% of total population),55.1,measured,source_ingest,2016.0,
Angola,2016,fossil_share_elec,41.439,measured,source_ingest,2016.0,
Angola,2016,gdp,164965166058.0,measured,source_ingest,2016.0,
Angola,2016,greenhouse_gas_emissions,3.15,measured,source_ingest,2016.0,
Angola,2016,hydro_electricity,6.36,measured,source_ingest,2016.0,
Angola,2016,low_carbon_share_elec,58.561,measured,source_ingest,2016.0,
Angola,2016,population,29183072.0,measured,source_ingest,2016.0,
Angola,2016,renewables_electricity,6.43,measured,source_ingest,2016.0,
Angola,2016,renewables_share_elec,58.561,measured,source_ingest,2016.0,
Angola,2016,solar_electricity,0.02,measured,source_ingest,2016.0,
Angola,2016,wind_electricity,0.0,measured,source_ingest,2016.0,
Angola,2017,Access to Clean Fuels and Technologies for cooking (% of total population),48.2,measured,source_ingest,2017.0,
Angola,2017,Access to electricity (% of total population),42.9,measured,source_ingest,2017.0,
Angola,2017,Population growth (annual %),3.54061221486272,measured,source_ingest,2017.0,
Angola,2017,carbon_intensity_elec,205.37,measured,source_ingest,2017.0,
Angola,2017,electricity_demand (TWh),10.81,measured,source_ingest,2017.0,
Angola,2017,electricity_generation (TWh),10.81,measured,source_ingest,2017.0,
Angola,2017,energy_poverty_electricity (% of total population),57.1,derived,one_minus_access,2017.0,
Angola,2017,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2017,energy_poverty_electricity_urban (% of urban population),30.599999999999994,measured,source_ingest,2017.0,
Angola,2017,energy_poverty_multidimensional (% of total population),54.45,measured,source_ingest,2017.0,
Angola,2017,fossil_share_elec,28.585,measured,source_ingest,2017.0,
Angola,2017,gdp,164717711409.0,measured,source_ingest,2017.0,
Angola,2017,greenhouse_gas_emissions,2.22,measured,source_ingest,2017.0,
Angola,2017,hydro_electricity,7.65,measured,source_ingest,2017.0,
Angola,2017,low_carbon_share_elec,71.415,measured,source_ingest,2017.0,
Angola,2017,population,30234836.0,measured,source_ingest,2017.0,
Angola,2017,renewables_electricity,7.72,measured,source_ingest,2017.0,
Angola,2017,renewables_share_elec,71.415,measured,source_ingest,2017.0,
Angola,2017,solar_electricity,0.02,measured,source_ingest,2017.0,
Angola,2017,wind_electricity,0.0,measured,source_ingest,2017.0,
Angola,2018,Access to Clean Fuels and Technologies for cooking (% of total population),48.8,measured,source_ingest,2018.0,
Angola,2018,Access to electricity (% of total population),45.3,measured,source_ingest,2018.0,
Angola,2018,Population growth (annual %),3.45323300897802,measured,source_ingest,2018.0,
Angola,2018,carbon_intensity_elec,154.49,measured,source_ingest,2018.0,
Angola,2018,electricity_demand (TWh),13.14,measured,source_ingest,2018.0,
Angola,2018,electricity_generation (TWh),13.14,measured,source_ingest,2018.0,
Angola,2018,energy_poverty_electricity (% of total population),54.7,derived,one_minus_access,2018.0,
Angola,2018,energy_poverty_electricity_rural (% of rural population),92.7,measured,source_ingest,2018.0,
Angola,2018,energy_poverty_electricity_urban (% of urban population),34.7,measured,source_ingest,2018.0,
Angola,2018,energy_poverty_multidimensional (% of total population),52.95,measured,source_ingest,2018.0,
Angola,2018,fossil_share_elec,20.548,measured,source_ingest,2018.0,
Angola,2018,gdp,162550037080.0,measured,source_ingest,2018.0,
Angola,2018,greenhouse_gas_emissions,2.03,measured,source_ingest,2018.0,
Angola,2018,hydro_electricity,10.37,measured,source_ingest,2018.0,
Angola,2018,low_carbon_share_elec,79.452,measured,source_ingest,2018.0,
Angola,2018,population,31297160.0,measured,source_ingest,2018.0,
Angola,2018,renewables_electricity,10.44,measured,source_ingest,2018.0,
Angola,2018,renewables_share_elec,79.452,measured,source_ingest,2018.0,
Angola,2018,solar_electricity,0.02,measured,source_ingest,2018.0,
Angola,2018,wind_electricity,0.0,measured,source_ingest,2018.0,
Angola,2019,Access to Clean Fuels and Technologies for cooking (% of total population),49.2,measured,source_ingest,2019.0,
Angola,2019,Access to electricity (% of total population),45.6,measured,source_ingest,2019.0,
Angola,2019,Population growth (annual %),3.38788422184303,measured,source_ingest,2019.0,
Angola,2019,carbon_intensity_elec,186.47,measured,source_ingest,2019.0,
Angola,2019,electricity_demand (TWh),15.82,measured,source_ingest,2019.0,
Angola,2019,electricity_generation (TWh),15.82,measured,source_ingest,2019.0,
Angola,2019,energy_poverty_electricity (% of total population),54.4,derived,one_minus_access,2019.0,
Angola,2019,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2019,energy_poverty_electricity_urban (% of urban population),27.799999999999997,measured,source_ingest,2019.0,
Angola,2019,energy_poverty_multidimensional (% of total population),52.6,measured,source_ingest,2019.0,
Angola,2019,fossil_share_elec,26.802,measured,source_ingest,2019.0,
Angola,2019,gdp,161408924528.0,measured,source_ingest,2019.0,
Angola,2019,greenhouse_gas_emissions,2.95,measured,source_ingest,2019.0,
Angola,2019,hydro_electricity,11.51,measured,source_ingest,2019.0,
Angola,2019,low_carbon_share_elec,73.198,measured,source_ingest,2019.0,
Angola,2019,population,32375633.0,measured,source_ingest,2019.0,
Angola,2019,renewables_electricity,11.58,measured,source_ingest,2019.0,
Angola,2019,renewables_share_elec,73.198,measured,source_ingest,2019.0,
Angola,2019,solar_electricity,0.02,measured,source_ingest,2019.0,
Angola,2019,wind_electricity,0.0,measured,source_ingest,2019.0,
Angola,2020,Access to Clean Fuels and Technologies for cooking (% of total population),49.4,measured,source_ingest,2020.0,
Angola,2020,Access to electricity (% of total population),47.0,measured,source_ingest,2020.0,
Angola,2020,Population growth (annual %),3.26795864914978,measured,source_ingest,2020.0,
Angola,2020,carbon_intensity_elec,171.33,measured,source_ingest,2020.0,
Angola,2020,electricity_demand (TWh),16.81,measured,source_ingest,2020.0,
Angola,2020,electricity_generation (TWh),16.81,measured,source_ingest,2020.0,
Angola,2020,energy_poverty_electricity (% of total population),53.0,derived,one_minus_access,2020.0,
Angola,2020,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2020,energy_poverty_electricity_urban (% of urban population),26.400000000000006,measured,source_ingest,2020.0,
Angola,2020,energy_poverty_multidimensional (% of total population),51.8,measured,source_ingest,2020.0,
Angola,2020,fossil_share_elec,24.39,measured,source_ingest,2020.0,
Angola,2020,gdp,152308692850.0,measured,source_ingest,2020.0,
Angola,2020,greenhouse_gas_emissions,2.88,measured,source_ingest,2020.0,
Angola,2020,hydro_electricity,12.64,measured,source_ingest,2020.0,
Angola,2020,low_carbon_share_elec,75.61,measured,source_ingest,2020.0,
Angola,2020,population,33451139.0,measured,source_ingest,2020.0,
Angola,2020,renewables_electricity,12.71,measured,source_ingest,2020.0,
Angola,2020,renewables_share_elec,75.61,measured,source_ingest,2020.0,
Angola,2020,solar_electricity,0.02,measured,source_ingest,2020.0,
Angola,2020,wind_electricity,0.0,measured,source_ingest,2020.0,
Angola,2021,Access to Clean Fuels and Technologies for cooking (% of total population),49.8,measured,source_ingest,2021.0,
Angola,2021,Access to electricity (% of total population),48.2,measured,source_ingest,2021.0,
Angola,2021,Population growth (annual %),3.18132259995095,measured,source_ingest,2021.0,
Angola,2021,carbon_intensity_elec,172.7,measured,source_ingest,2021.0,
Angola,2021,electricity_demand (TWh),16.85,measured,source_ingest,2021.0,
Angola,2021,electricity_generation (TWh),16.85,measured,source_ingest,2021.0,
Angola,2021,energy_poverty_electricity (% of total population),51.8,derived,one_minus_access,2021.0,
Angola,2021,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2021,energy_poverty_electricity_urban (% of urban population),25.0,measured,source_ingest,2021.0,
Angola,2021,energy_poverty_multidimensional (% of total population),51.0,measured,source_ingest,2021.0,
Angola,2021,fossil_share_elec,24.57,measured,source_ingest,2021.0,
Angola,2021,gdp,153971902307.0,measured,source_ingest,2021.0,
Angola,2021,greenhouse_gas_emissions,2.91,measured,source_ingest,2021.0,
Angola,2021,hydro_electricity,12.64,measured,source_ingest,2021.0,
Angola,2021,low_carbon_share_elec,75.43,measured,source_ingest,2021.0,
Angola,2021,population,34532427.0,measured,source_ingest,2021.0,
Angola,2021,renewables_electricity,12.71,measured,source_ingest,2021.0,
Angola,2021,renewables_share_elec,75.43,measured,source_ingest,2021.0,
Angola,2021,solar_electricity,0.02,measured,source_ingest,2021.0,
Angola,2021,wind_electricity,0.0,measured,source_ingest,2021.0,
Angola,2022,Access to Clean Fuels and Technologies for cooking (% of total population),50.0,measured,source_ingest,2022.0,
Angola,2022,Access to electricity (% of total population),48.5,measured,source_ingest,2022.0,
Angola,2022,Population growth (annual %),3.14302612044601,measured,source_ingest,2022.0,
Angola,2022,carbon_intensity_elec,172.16,measured,source_ingest,2022.0,
Angola,2022,electricity_demand (TWh),17.31,measured,source_ingest,2022.0,
Angola,2022,electricity_generation (TWh),17.31,measured,source_ingest,2022.0,
Angola,2022,energy_poverty_electricity (% of total population),51.5,derived,one_minus_access,2022.0,
Angola,2022,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
Angola,2022,energy_poverty_electricity_urban (% of urban population),23.799999999999997,measured,source_ingest,2022.0,
Angola,2022,energy_poverty_multidimensional (% of total population),50.75,measured,source_ingest,2022.0,
Angola,2022,fossil_share_elec,24.437,measured,source_ingest,2022.0,
Angola,2022,gdp,158346237030.0,measured,source_ingest,2022.0,
Angola,2022,greenhouse_gas_emissions,2.98,measured,source_ingest,2022.0,
Angola,2022,hydro_electricity,12.64,measured,source_ingest,2022.0,
Angola,2022,low_carbon_share_elec,75.563,measured,source_ingest,2022.0,
Angola,2022,population,35635028.0,measured,source_ingest,2022.0,
Angola,2022,renewables_electricity,13.08,measured,source_ingest,2022.0,
Angola,2022,renewables_share_elec,75.563,measured,source_ingest,2022.0,
Angola,2022,solar_electricity,0.39,measured,source_ingest,2022.0,
Angola,2022,wind_electricity,0.0,measured,source_ingest,2022.0,
Angola,2023,Access to Clean Fuels and Technologies for cooking (% of total population),50.2,measured,source_ingest,2023.0,
Angola,2023,Access to electricity (% of total population),51.1,measured,source_ingest,2023.0,
Angola,2023,Population growth (annual %),3.08065530722915,measured,source_ingest,2023.0,
Angola,2023,carbon_intensity_elec,183.49,measured,source_ingest,2023.0,
Angola,2023,electricity_demand (TWh),15.75,measured,source_ingest,2023.0,
Angola,2023,electricity_generation (TWh),15.75,measured,source_ingest,2023.0,
Angola,2023,energy_poverty_electricity (% of total population),48.9,derived,one_minus_access,2023.0,
Angola,2023,energy_poverty_electricity_rural (% of rural population),98.7,estimated,observed_or_carry,2024.0,
